Old_CD,New_SD,Old_CD_Republican,Old_CD_Democrat,Old_CD_Other,Old_CD_Total,Voters_To_New_SD,New_SD_Republican,New_SD_Democrat,New_SD_Other,Expected_Republican,Expected_Democrat,Net_Republican_Change,Net_Democrat_Change,Pct_Republican_Change,Pct_Democrat_Change
31,25,62367,17699,38630,566107,1836,448,17,1371,202.26885023502624,57.401452375610965,245.73114976497376,-40.401452375610965,121.48739139983566,-70.38402462578969
31,29,62367,17699,38630,566107,58196,6735,1837,49624,6411.349677711104,1819.4634653872854,323.65032228889595,17.536534612714604,5.048084078365873,0.9638299941890743
31,31,62367,17699,38630,566107,47108,4128,742,42238,5189.804464527024,1472.8037137855563,-1061.8044645270238,-730.8037137855563,-20.459431020659697,-49.61989890065982
31,34,62367,17699,38630,566107,39299,6918,794,31587,4329.500841713669,1228.6599547435378,2588.4991582863313,-434.6599547435378,59.78747326589667,-35.37674952825054
31,36,62367,17699,38630,566107,36021,4632,1279,30110,3968.3694195620265,1126.1752265914395,663.6305804379735,152.82477340856053,16.723004092477254,13.57024819939528
31,38,62367,17699,38630,566107,72282,7485,2321,62476,7963.179211703794,2259.853911009756,-478.17921170379395,61.14608899024415,-6.0048781898691335,2.7057540619040568
32,5,16249,23001,26791,413352,58809,2034,3258,53517,2311.8006952911805,3272.4307829646405,-277.80069529118055,-14.430782964640457,-12.016636895084524,-0.440980540818864
32,15,16249,23001,26791,413352,20982,1138,903,18941,824.8091650699646,1167.5448092666782,313.1908349300354,-264.54480926667816,37.97130878188883,-22.658214671249816
32,24,16249,23001,26791,413352,18374,503,854,17017,722.2878466778919,1022.4224728560646,-219.28784667789193,-168.4224728560646,-30.36017395093794,-16.47288448048177
32,26,16249,23001,26791,413352,19211,820,865,17526,755.1905857477404,1068.9973944725077,64.80941425225956,-203.99739447250772,8.581862045868792,-19.083058155924633
32,28,16249,23001,26791,413352,22938,1588,1133,20217,901.7001538640191,1276.3865615746386,686.2998461359809,-143.38656157463856,76.11175879198956,-11.233788092985483
32,30,16249,23001,26791,413352,2297,15,112,2170,90.29580841510383,127.8167203739186,-75.29580841510383,-15.8167203739186,-83.38793321275483,-12.374531538321374
32,32,16249,23001,26791,413352,145828,6721,7552,131555,5732.545559232809,8114.608924113105,988.454440767191,-562.6089241131049,17.242853642483336,-6.933284516537509
32,33,16249,23001,26791,413352,124913,3430,8324,113159,4910.370185701291,6950.792334378448,-1480.3701857012911,1373.2076656215522,-30.147832642272913,19.756131381305998
33,6,7000,16172,16310,347152,27725,703,1309,25713,559.0490620823156,1291.563061713601,143.95093791768443,17.436938286399027,25.749249516939315,1.3500648015795917
33,12,7000,16172,16310,347152,55648,936,1585,53127,1122.090611605291,2592.349910125824,-186.0906116052911,-1007.349910125824,-16.5842766778937,-38.85856250312021
33,24,7000,16172,16310,347152,18081,536,853,16692,364.5866940129972,842.2994307968844,171.4133059870028,10.700569203115606,47.01578768557364,1.2703996716455084
33,25,7000,16172,16310,347152,101383,2402,6570,92411,2044.2947181638015,4722.904883163571,357.70528183619854,1847.095116836429,17.497735461425627,39.10930163808801
33,30,7000,16172,16310,347152,28540,371,1112,27057,575.4827856385675,1329.5296584781306,-204.48278563856752,-217.5296584781306,-35.532389628591446,-16.361399468675994
33,32,7000,16172,16310,347152,5573,130,150,5293,112.37440659999079,259.616986219293,17.62559340000921,-109.61698621929298,15.684704314167789,-42.22257865927996
33,33,7000,16172,16310,347152,110202,1922,4593,103687,2222.1217218970364,5133.7360695026955,-300.1217218970364,-540.7360695026955,-13.50608830018641,-10.532993168756269
34,2,17149,35428,16649,421526,10682,289,687,9706,434.57726925504005,897.7901624099107,-145.57726925504005,-210.79016240991075,-33.49859266790257,-23.478778364433527
34,3,17149,35428,16649,421526,123188,5454,9378,108356,5011.67427869218,10353.583086215323,442.32572130781955,-975.5830862153234,8.825907206069395,-9.422661489182492
34,4,17149,35428,16649,421526,103530,4693,8004,90833,4211.9251718755195,8701.386960709422,481.0748281244805,-697.386960709422,11.42173254493654,-8.014664373144534
34,7,17149,35428,16649,421526,44027,999,3729,39299,1791.1564719613975,3700.337715822986,-792.1564719613975,28.662284177014044,-44.22597826386158,0.774585629156265
34,8,17149,35428,16649,421526,1676,43,287,1346,68.18493758392127,140.86278900945612,-25.18493758392127,146.13721099054388,-36.936218578955106,103.74436855764206
34,9,17149,35428,16649,421526,14294,424,1239,12631,581.5247600385267,1201.3679630675213,-157.52476003852667,37.63203693247874,-27.088229231733912,3.1324322014040327
34,13,17149,35428,16649,421526,270,18,70,182,10.984446985476579,22.692692740186846,7.015553014523421,47.30730725981316,63.868058390187954,208.4693420981103
34,16,17149,35428,16649,421526,18741,1822,928,15991,762.4426702030242,1575.1250171994136,1059.5573297969759,-647.1250171994136,138.96878692726307,-41.0840415924577
34,18,17149,35428,16649,421526,31020,924,3629,26467,1261.990909220309,2607.1382548170222,-337.99090922030905,1021.8617451829778,-26.782356889490483,39.19476626507847
34,29,17149,35428,16649,421526,11822,262,930,10630,480.95604541594116,993.6037539795885,-218.95604541594116,-63.60375397958853,-45.52516752889201,-6.401319814346749
34,32,17149,35428,16649,421526,11790,586,891,10313,479.65418503247724,990.9142496548255,106.34581496752276,-99.91424965482554,22.171351420674483,-10.083036921674061
34,34,17149,35428,16649,421526,11687,290,1429,9968,475.46382192320283,982.2574076094951,-185.46382192320283,446.7425923905049,-39.00692615749828,45.481213878318876
34,36,17149,35428,16649,421526,10146,254,1671,8221,412.7711078320199,852.7409649701324,-158.77110783201988,818.2590350298676,-38.46468534726827,95.95634180170147
34,38,17149,35428,16649,421526,28650,1091,2556,25003,1165.5718745700146,2407.9468407642707,-74.57187457001464,148.05315923572925,-6.3978786891648864,6.148522746820187
35,2,12080,27272,26798,488691,9828,304,626,8898,242.9392806497357,548.4635812814232,61.06071935026429,77.53641871857678,25.134148412294117,14.137022286406273
35,7,12080,27272,26798,488691,10824,458,611,9755,267.559500788842,604.0465815822267,190.440499211158,6.953418417773264,71.17687790928183,1.1511394368890604
35,8,12080,27272,26798,488691,3361,14,60,3287,83.08088342122117,187.56472290261127,-69.08088342122117,-127.56472290261127,-83.14895145129859,-68.01104223039124
35,9,12080,27272,26798,488691,20509,573,980,18956,506.96395063547317,1144.5298726598198,66.03604936452683,-164.52987265981983,13.025787983889476,-14.375323579581382
35,10,12080,27272,26798,488691,6250,82,205,5963,154.49435328254458,348.7889075100626,-72.49435328254458,-143.7889075100626,-46.92362649006622,-41.22519507186858
35,18,12080,27272,26798,488691,30039,840,1295,27904,742.5369405206972,1676.3631988311633,97.46305947930284,-381.36319883116334,13.125684953930747,-22.749437538181887
35,20,12080,27272,26798,488691,133751,3137,7344,123270,3306.2038793429797,7464.138426940542,-169.2038793429797,-120.13842694054165,-5.117769064399153,-1.6095417859202927
35,21,12080,27272,26798,488691,19687,1344,356,17987,486.64485329175284,1098.6571555440962,857.3551467082472,-742.6571555440962,176.17676235738313,-67.59680686522309
35,27,12080,27272,26798,488691,27469,694,1278,25497,679.0088624509149,1532.9412000630257,14.991137549085124,-254.9412000630257,2.207797037430984,-16.630853163353166
35,29,12080,27272,26798,488691,5198,224,310,4664,128.48986373802668,290.08075859796884,95.51013626197332,19.91924140203116,74.33281776740418,6.866791681842574
35,35,12080,27272,26798,488691,48129,2168,2141,43820,1189.705396661694,2685.8978127282885,978.2946033383059,-544.8978127282885,82.22998786787002,-20.287362018988755
35,36,12080,27272,26798,488691,2800,69,94,2637,69.21347027057998,156.25743056450804,-0.21347027057997536,-62.25743056450804,-0.3084230132450294,-39.84286080962159
35,37,12080,27272,26798,488691,159815,1874,11346,146595,3950.4824111759785,8918.671880595306,-2076.4824111759785,2427.328119404694,-52.56275550807609,27.216250938504917
35,38,12080,27272,26798,488691,11031,299,626,10106,272.6763537695599,615.5984701989601,26.32364623044009,10.401529801039942,9.65380601087483,1.689661411549348
36,3,55141,14526,33832,494406,7855,1497,47,6311,876.0665424772353,230.78548804019368,620.9334575227647,-183.78548804019368,70.87743081329917,-79.63476802674245
36,4,55141,14526,33832,494406,1649,202,16,1431,183.91263253277668,48.44879309717115,18.087367467223316,-32.44879309717115,9.834760787299267,-66.97544153904998
36,6,55141,14526,33832,494406,13491,2876,270,10345,1504.6484690719774,396.37517748571014,1371.3515309280226,-126.37517748571014,91.140991342239,-31.882717350600526
36,9,55141,14526,33832,494406,119365,9729,2809,106827,13312.754021998115,3507.028616157571,-3583.7540219981147,-698.0286161575709,-26.919704338233004,-19.903704604565124
36,14,55141,14526,33832,494406,26265,4453,322,21490,2929.330074877732,771.6843848982415,1523.669925122268,-449.68438489824155,52.014279243893846,-58.27309632001163
36,25,55141,14526,33832,494406,11084,2670,119,8295,1236.1962516636127,325.6558051479958,1433.8037483363873,-206.6558051479958,115.98512343059156,-63.45835138854046
36,34,55141,14526,33832,494406,37156,6581,448,30127,4144.001076038721,1091.6697127462046,2436.9989239612787,-643.6697127462046,58.80787382156818,-58.9619465696258
36,36,55141,14526,33832,494406,277484,27130,10488,239866,30947.733733004858,8152.677321877161,-3817.7337330048576,2335.3226781228386,-12.33606882475325,28.64485598928535
37,7,17821,51641,42939,555357,2871,158,172,2541,92.12829045100719,266.9657733674015,65.87170954899281,-94.96577336740148,71.49998032799996,-35.57226537677114
37,9,17821,51641,42939,555357,4332,142,245,3945,139.01071202847896,402.81982940703006,2.989287971521037,-157.81982940703006,2.150401165421428,-39.178763776189555
37,10,17821,51641,42939,555357,96351,4329,7901,84121,3091.8331289602907,8959.39367109805,1237.1668710397093,-1058.3936710980506,40.01402467201517,-11.813228773642395
37,11,17821,51641,42939,555357,20387,1111,1772,17504,654.2039210813945,1895.7266533058914,456.79607891860553,-123.72665330589143,69.82472348431126,-6.526608310862161
37,18,17821,51641,42939,555357,12694,537,749,11408,407.34117693663717,1180.3774040842197,129.65882306336283,-431.37740408421973,31.83052203031552,-36.54571856353843
37,27,17821,51641,42939,555357,27388,1324,2408,23656,878.8608912825443,2546.728875300032,445.13910871745566,-138.7288753000321,50.64955252108814,-5.447335860739724
37,29,17821,51641,42939,555357,13806,509,730,12567,443.0244437361913,1283.7789854093853,65.9755562638087,-553.7789854093853,14.892080379902312,-43.13662956811763
37,36,17821,51641,42939,555357,2934,143,154,2637,94.14991437939919,272.82395648204664,48.85008562060081,-118.82395648204664,51.88542755731876,-43.553344073677756
37,37,17821,51641,42939,555357,374594,9568,37510,327516,12020.447521144057,34832.38485154595,-2452.4475211440567,2677.6151484540533,-20.40229797459856,7.687142754841301
38,2,49706,17334,36066,521742,46683,3328,1707,41648,4447.457168485574,1550.9641201973388,-1119.4571684855737,156.03587980266116,-25.17072399073302,10.06057314741799
38,7,49706,17334,36066,521742,4667,330,274,4063,444.6218667463996,155.0532217072806,-114.62186674639958,118.94677829271939,-25.77962878550389,76.71351616109901
38,8,49706,17334,36066,521742,18085,1720,755,15610,1722.9454596333055,600.8436928596893,-2.945459633305518,154.15630714031067,-0.17095489685044354,25.656640649186222
38,22,49706,17334,36066,521742,12578,1322,449,10807,1198.2973730311148,417.88288464413444,123.70262696888517,31.117115355865565,10.323199378796696,7.446372296956991
38,38,49706,17334,36066,521742,439729,43006,14149,382574,41892.6781321036,14609.256080591556,1113.3218678963967,-460.2560805915564,2.657557161625399,-3.150441597111903
